parcel_id,date,ndvi_value,temperature_c,rainfall_mm,sensor_status,sensor_ok,mill_id,crop_type,sowing_date,area_hectares
PARCEL_025,2026-04-29,0.662,30.3,0.0,OK,True,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_023,2026-04-17,0.754,25.2,8.6,ERROR,False,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_015,2026-05-08,0.387,32.0,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_021,2026-03-12,0.342,32.4,0.0,OK,True,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_005,2026-02-26,0.372,22.3,0.0,OK,True,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_020,2026-05-14,0.628,24.1,0.0,OK,True,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_007,2026-01-23,0.365,26.2,0.0,OK,True,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_005,2026-02-22,0.333,23.2,0.0,OK,True,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_020,2026-04-16,0.562,24.1,0.0,ERROR,False,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_010,2026-05-08,0.542,33.0,0.0,OK,True,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_003,2026-01-04,0.2,33.4,0.0,OK,True,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_009,2026-04-03,0.624,32.6,0.0,OK,True,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_023,2026-04-08,0.641,18.4,0.0,OK,True,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_021,2026-02-08,0.139,16.2,0.0,OK,True,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_012,2026-01-18,0.174,24.7,0.0,OK,True,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_022,2026-01-08,0.23,33.2,0.0,OK,True,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_013,2026-04-19,0.613,18.4,0.0,OK,True,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_012,2026-01-24,0.166,28.0,0.0,OK,True,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_009,2026-05-03,0.556,18.2,0.0,OK,True,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_005,2026-02-05,0.157,15.7,0.0,OK,True,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_019,2026-05-29,0.432,23.4,1.1,OK,True,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_025,2026-04-23,0.707,31.4,0.0,OK,True,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_005,2026-03-06,0.254,32.9,3.6,OK,True,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_016,2026-02-12,0.34,24.2,0.0,OK,True,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_015,2026-04-27,0.484,18.3,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_025,2026-04-15,0.782,24.3,0.0,OK,True,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_001,2026-02-03,0.164,35.0,0.0,OK,True,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_017,2026-01-26,0.294,15.7,0.0,OK,True,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_016,2026-03-21,0.583,19.8,0.0,OK,True,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_011,2026-01-22,0.133,29.6,0.0,OK,True,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_002,2026-03-22,0.605,26.4,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_024,2026-04-15,0.599,25.8,0.0,OK,True,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_021,2026-01-12,0.142,18.4,0.0,OK,True,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_008,2026-03-26,0.663,32.0,7.3,OK,True,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_012,2026-01-30,0.048,26.3,0.0,OK,True,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_025,2026-05-04,0.658,23.5,1.9,OK,True,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_005,2026-03-27,0.627,28.3,0.0,OK,True,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_025,2026-01-14,0.193,25.5,0.0,BAD_SENSOR,False,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_005,2026-05-26,0.441,21.6,0.0,OK,True,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_010,2026-02-20,0.646,22.1,0.0,OK,True,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_023,2026-01-15,0.105,31.6,0.0,OK,True,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_020,2026-03-17,0.309,22.0,0.0,OK,True,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_016,2026-05-21,0.571,29.5,11.2,OK,True,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_007,2026-02-27,0.848,26.3,2.4,OK,True,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_009,2026-04-11,0.675,30.2,0.0,OK,True,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_002,2026-05-07,0.566,21.8,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_023,2026-05-22,0.575,23.1,0.0,OK,True,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_015,2026-01-14,0.44,15.5,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_018,2026-05-31,0.533,29.7,0.0,ERROR,False,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_004,2026-04-10,0.5,18.0,0.0,OK,True,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_001,2026-04-07,0.619,34.8,5.5,OK,True,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_009,2026-05-19,0.537,16.0,0.0,OK,True,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_006,2026-01-17,0.255,25.6,0.0,OK,True,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_022,2026-04-27,0.59,30.8,0.0,OK,True,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_018,2026-02-27,0.594,24.3,6.5,OK,True,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_002,2026-01-30,0.5,22.5,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_018,2026-04-22,0.475,21.0,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_010,2026-05-23,0.646,24.6,0.0,BAD_SENSOR,False,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_015,2026-03-28,0.763,33.8,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_020,2026-01-09,0.159,30.7,0.0,OK,True,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_020,2026-03-29,0.746,21.1,0.0,OK,True,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_023,2026-04-18,0.818,16.5,15.8,ERROR,False,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_007,2026-02-18,0.553,20.3,0.0,OK,True,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_011,2026-02-15,0.183,26.0,0.0,OK,True,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_008,2026-01-05,0.084,16.5,0.0,OK,True,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_010,2026-04-20,0.433,34.3,0.0,OK,True,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_006,2026-03-22,0.767,30.0,5.0,OK,True,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_018,2026-05-11,0.56,28.5,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_023,2026-01-24,0.154,15.6,0.0,OK,True,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_019,2026-04-27,0.537,30.0,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_002,2026-03-11,0.661,20.1,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_014,2026-01-06,0.302,30.9,0.0,OK,True,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_006,2026-02-27,0.319,25.1,0.0,OK,True,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_015,2026-04-13,0.664,29.5,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_002,2026-05-24,0.47,23.0,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_013,2026-05-04,0.637,27.5,3.6,OK,True,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_005,2026-01-19,0.14,20.2,0.0,BAD_SENSOR,False,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_021,2026-04-27,0.471,32.0,0.0,OK,True,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_016,2026-05-28,0.592,23.1,0.0,OK,True,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_003,2026-01-08,0.257,23.0,0.0,OK,True,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_021,2026-04-01,0.738,28.3,0.0,OK,True,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_008,2026-04-26,0.559,22.5,0.0,OK,True,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_012,2026-03-23,0.284,29.8,0.0,OK,True,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_023,2026-03-07,0.61,27.0,5.1,BAD_SENSOR,False,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_011,2026-01-29,0.287,34.4,0.0,OK,True,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_013,2026-05-20,0.603,24.0,0.0,OK,True,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_003,2026-01-27,0.201,26.0,0.0,OK,True,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_021,2026-01-10,0.18,31.7,0.0,OK,True,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_003,2026-02-25,0.299,33.1,0.0,OK,True,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_009,2026-01-13,0.079,22.2,2.7,OK,True,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_025,2026-05-15,0.655,26.6,0.0,OK,True,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_024,2026-03-01,0.615,34.8,0.0,OK,True,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_006,2026-04-11,0.526,26.0,2.2,OK,True,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_002,2026-03-25,0.768,16.8,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_013,2026-03-12,0.34,25.5,5.8,ERROR,False,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_008,2026-05-23,0.567,27.2,3.8,OK,True,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_018,2026-05-17,0.442,34.7,4.1,OK,True,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_005,2026-05-24,0.484,33.8,0.0,OK,True,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_019,2026-05-31,0.447,34.8,1.8,OK,True,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_010,2026-04-01,0.758,18.6,0.0,OK,True,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_022,2026-03-27,0.646,17.9,0.0,OK,True,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_016,2026-02-05,0.422,26.1,0.0,ERROR,False,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_020,2026-02-05,0.048,18.5,0.0,OK,True,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_005,2026-01-11,0.231,31.6,6.8,OK,True,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_022,2026-03-17,0.804,27.4,0.0,OK,True,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_012,2026-02-13,0.164,32.1,1.6,OK,True,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_015,2026-01-24,0.43,34.5,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_008,2026-05-22,0.504,34.6,0.0,OK,True,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_013,2026-01-30,0.092,20.1,0.0,OK,True,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_018,2026-03-07,0.6,23.2,3.2,OK,True,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_023,2026-05-23,0.51,18.2,3.0,OK,True,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_018,2026-02-06,0.327,18.7,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_025,2026-04-24,0.794,31.3,1.4,OK,True,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_010,2026-01-06,0.162,25.9,0.0,OK,True,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_008,2026-02-17,0.172,27.4,0.0,OK,True,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_013,2026-02-26,0.273,28.6,0.0,OK,True,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_012,2026-03-06,0.468,32.9,0.0,OK,True,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_007,2026-04-14,0.571,33.2,0.0,OK,True,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_006,2026-03-09,0.407,16.6,0.0,OK,True,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_024,2026-03-22,0.551,29.7,0.0,OK,True,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_014,2026-04-26,0.618,26.2,0.0,OK,True,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_004,2026-02-07,0.644,22.9,0.0,OK,True,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_019,2026-01-02,0.133,18.7,5.5,OK,True,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_011,2026-04-15,0.624,18.9,0.0,BAD_SENSOR,False,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_005,2026-02-21,0.263,24.5,0.0,OK,True,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_022,2026-02-22,0.827,16.7,9.4,OK,True,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_022,2026-02-06,0.182,20.6,6.4,OK,True,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_006,2026-02-07,0.224,28.5,0.0,OK,True,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_015,2026-03-10,0.492,25.0,0.2,OK,True,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_001,2026-05-08,0.629,34.5,0.0,OK,True,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_015,2026-03-27,0.745,24.8,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_016,2026-04-23,0.874,22.6,3.1,OK,True,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_004,2026-03-26,0.688,22.4,0.0,OK,True,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_009,2026-03-22,0.678,15.9,0.0,OK,True,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_001,2026-03-17,0.702,27.9,0.0,OK,True,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_011,2026-03-05,0.287,26.9,0.0,OK,True,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_012,2026-04-29,0.876,29.0,0.0,OK,True,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_002,2026-05-08,0.529,31.1,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_022,2026-01-19,0.254,34.5,0.0,OK,True,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_008,2026-05-28,0.419,32.9,0.0,OK,True,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_022,2026-01-11,0.205,25.3,0.0,ERROR,False,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_001,2026-05-07,0.867,24.0,0.0,OK,True,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_018,2026-05-29,0.481,20.5,9.2,OK,True,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_023,2026-05-06,0.553,31.0,0.0,OK,True,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_002,2026-05-12,0.665,26.1,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_018,2026-01-09,0.167,24.1,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_015,2026-01-06,0.451,34.8,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_006,2026-05-03,0.88,27.5,0.0,OK,True,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_023,2026-01-26,0.214,26.3,0.0,OK,True,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_011,2026-03-04,0.276,31.2,5.0,OK,True,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_012,2026-03-09,0.354,25.9,6.3,OK,True,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_001,2026-04-02,0.519,34.4,0.0,OK,True,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_003,2026-01-13,0.261,21.2,0.0,OK,True,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_009,2026-01-03,0.162,34.8,0.0,ERROR,False,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_019,2026-05-05,0.724,23.7,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_010,2026-05-29,0.383,31.2,0.0,OK,True,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_002,2026-01-28,0.363,16.8,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_003,2026-05-31,0.616,18.2,2.6,OK,True,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_004,2026-05-08,0.492,18.2,0.0,OK,True,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_009,2026-05-01,0.608,28.0,0.0,OK,True,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_001,2026-04-13,0.668,28.2,0.0,OK,True,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_001,2026-01-19,0.092,29.5,0.0,OK,True,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_010,2026-05-04,0.519,35.3,0.0,OK,True,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_024,2026-04-08,0.628,34.2,0.0,OK,True,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_017,2026-01-31,0.342,30.1,0.0,BAD_SENSOR,False,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_011,2026-05-01,0.708,29.8,0.9,OK,True,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_005,2026-03-01,0.191,27.0,0.0,OK,True,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_020,2026-03-20,0.402,22.2,0.0,OK,True,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_001,2026-04-28,0.792,17.3,0.0,OK,True,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_005,2026-05-23,0.655,25.0,0.0,OK,True,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_014,2026-05-20,0.522,32.9,4.1,OK,True,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_006,2026-03-11,0.285,33.8,0.0,ERROR,False,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_002,2026-04-29,0.406,20.8,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_009,2026-02-14,0.237,32.5,0.0,OK,True,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_020,2026-02-27,0.442,20.3,0.0,OK,True,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_004,2026-03-17,0.787,32.6,0.0,OK,True,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_014,2026-02-02,0.275,21.4,0.0,OK,True,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_017,2026-04-17,0.634,32.8,0.0,OK,True,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_016,2026-03-20,0.618,34.1,0.0,OK,True,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_001,2026-01-15,0.143,30.8,0.0,OK,True,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_011,2026-04-03,0.475,23.2,0.0,OK,True,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_025,2026-05-26,0.452,19.0,0.0,OK,True,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_011,2026-05-05,0.534,32.1,0.0,OK,True,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_008,2026-03-05,0.858,17.6,0.0,OK,True,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_005,2026-05-30,0.548,28.1,0.0,OK,True,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_001,2026-04-10,0.733,16.2,0.0,OK,True,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_007,2026-03-31,0.75,35.3,7.3,OK,True,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_006,2026-05-21,0.62,21.3,0.0,OK,True,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_018,2026-05-27,0.59,23.1,1.9,OK,True,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_020,2026-01-14,0.188,33.9,5.1,OK,True,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_025,2026-03-15,0.533,35.5,0.0,OK,True,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_002,2026-01-20,0.351,22.1,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_020,2026-03-21,0.734,20.0,0.0,OK,True,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_005,2026-04-30,0.498,22.3,0.0,OK,True,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_021,2026-05-28,0.443,32.5,0.0,OK,True,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_004,2026-04-20,0.653,31.6,0.0,OK,True,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_002,2026-04-02,0.647,31.9,0.0,BAD_SENSOR,False,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_013,2026-04-21,0.507,32.3,0.0,OK,True,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_024,2026-05-06,0.506,19.3,0.0,OK,True,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_011,2026-02-12,0.097,34.3,0.0,OK,True,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_014,2026-01-14,0.355,21.9,0.0,ERROR,False,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_012,2026-02-02,0.116,17.4,0.0,OK,True,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_014,2026-05-12,0.401,29.6,0.0,OK,True,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_002,2026-01-02,0.283,21.7,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_020,2026-04-04,0.631,34.9,0.0,OK,True,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_007,2026-01-06,0.137,30.4,7.8,OK,True,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_001,2026-04-21,0.788,18.3,0.0,ERROR,False,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_007,2026-03-16,0.64,22.0,0.0,OK,True,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_025,2026-04-21,0.948,17.3,0.0,OK,True,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_002,2026-02-07,0.289,21.5,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_018,2026-01-13,0.199,22.5,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_008,2026-05-12,0.44,15.8,0.0,OK,True,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_018,2026-04-27,0.551,34.5,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_016,2026-01-21,0.122,34.6,0.0,ERROR,False,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_023,2026-05-13,0.647,29.4,0.0,OK,True,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_025,2026-02-10,0.405,24.3,3.7,OK,True,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_013,2026-05-13,0.507,23.4,0.0,OK,True,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_003,2026-03-15,0.554,27.4,0.0,OK,True,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_008,2026-03-04,0.775,28.3,2.0,OK,True,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_008,2026-04-19,0.837,33.7,0.0,OK,True,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_021,2026-03-06,0.176,31.8,8.5,OK,True,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_008,2026-02-25,0.653,19.8,0.0,OK,True,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_016,2026-02-04,0.285,28.5,0.0,OK,True,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_024,2026-04-05,0.496,24.7,0.0,OK,True,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_006,2026-04-18,0.76,18.2,0.4,OK,True,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_001,2026-02-16,0.445,33.5,0.0,OK,True,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_002,2026-04-19,0.558,33.8,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_016,2026-03-12,0.708,16.0,0.0,OK,True,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_006,2026-03-31,0.671,18.8,0.0,OK,True,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_015,2026-03-04,0.742,30.9,0.0,OK,True,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_021,2026-03-16,0.269,27.8,0.0,OK,True,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_017,2026-02-14,0.642,22.4,7.2,BAD_SENSOR,False,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_009,2026-04-27,0.771,32.2,0.0,OK,True,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_017,2026-05-26,0.708,18.2,2.6,OK,True,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_009,2026-03-28,0.687,31.1,0.0,OK,True,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_010,2026-05-14,0.438,25.2,0.0,OK,True,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_017,2026-01-09,0.207,34.5,0.0,OK,True,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_007,2026-03-05,0.687,31.4,0.0,OK,True,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_014,2026-05-18,0.572,18.8,1.0,OK,True,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_025,2026-05-28,0.683,30.8,2.0,OK,True,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_008,2026-04-11,0.587,26.7,0.0,OK,True,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_007,2026-05-11,0.68,22.7,0.0,BAD_SENSOR,False,MILL_NORTH,sugarcane,2026-01-18,8.53
