parcel_id,date,ndvi_value,temperature_c,rainfall_mm,sensor_status
PARCEL_025,2026-01-29,0.264,32.1,0.0,OK
PARCEL_007,2026-03-20,0.684,27.6,8.5,OK
PARCEL_003,2026-04-09,0.435,33.4,0.0,OK
PARCEL_001,2026-02-12,0.363,19.2,0.0,OK
PARCEL_017,23-Mar-2026,0.609,30.5,2.1,OK
PARCEL_010,2026-03-27,0.624,28.3,5.8,OK
PARCEL_022,2026-04-15,0.421,33.6,0.0,ok
PARCEL_009,26/03/2026,0.73,26.9,0.0,OK
PARCEL_022,04/01/2026,0.173,34.2,0.0,OK
PARCEL_006,2026-01-28,0.065,27.2,0.0,NaN
PARCEL_008,2026-04-18,0.608,34.7,0.0,OK
PARCEL_021,20/01/2026,0.163,25.6,0.0,OK
PARCEL_006,2026-02-10,0.28,26.7,0.0,OK
PARCEL_003,2026-05-20,0.363,22.4,0.0,OK
PARCEL_003,2026-04-17,0.565,22.1,0.0,OK
PARCEL_012,2026-04-10,0.678,28.6,0.0,OK
PARCEL_003,2026-03-01,0.306,22.5,0.0,OK
PARCEL_021,2026-04-07,0.478,15.7,0.0,OK
PARCEL_010,19-May-2026,0.662,22.8,0.0,OK
PARCEL_019,2026-05-25,0.48,24.4,0.0,OK
PARCEL_011,2026-02-13,0.184,19.6,0.0,OK
PARCEL_024,2026-05-01,0.607,20.1,8.6,OK
PARCEL_012,16-Jan-2026,0.187,33.7,0.0,OK
PARCEL_019,2026-05-22,0.629,16.5,0.0,OK
PARCEL_019,09-Apr-2026,0.756,25.7,0.0,OK
PARCEL_021,17/03/2026,0.173,22.1,0.0,OK
PARCEL_008,2026-05-01,0.431,26.3,0.0,OK
PARCEL_019,2026-01-03,-1.727,21.3,0.0,ERROR
PARCEL_006,2026-05-08,0.685,20.7,0.0,OK
PARCEL_018,2026-02-03,0.378,18.6,0.0,OK
PARCEL_022,03-Mar-2026,0.664,33.2,0.0,OK
PARCEL_004,2026-01-30,0.221,27.4,0.0,OK 
PARCEL_003,20/03/2026,0.456,24.8,3.0,OK
PARCEL_014,2026-05-28,0.55,21.0,0.0,OK
PARCEL_011,2026-04-19,0.635,22.6,0.0,OK
PARCEL_009,2026-02-22,0.345,25.9,0.0,OK
PARCEL_009,2026-01-16,0.201,25.8,0.7,error
PARCEL_017,25-Jan-2026,0.357,19.9,2.3,OK
PARCEL_011,2026-01-21,0.181,28.0,6.8,OK
PARCEL_003,2026-05-14,0.458,24.8,0.0,OK
PARCEL_006,2026-02-13,0.245,22.7,0.0,OK
PARCEL_011,2026-02-18,0.217,19.1,0.0,OK
PARCEL_004,2026-03-12,0.867,21.0,0.0,OK
PARCEL_012,16/03/2026,0.352,22.6,0.0,OK
PARCEL_006,2026-01-11,0.208,17.8,1.4,ERROR
PARCEL_009,2026-05-22,0.454,24.7,7.8,OK
PARCEL_011,2026-01-19,0.232,24.9,0.0,OK
PARCEL_008,19/02/2026,-1.487,27.5,7.2,ERROR
PARCEL_016,2026-04-16,-1.337,35.4,1.2,Error
PARCEL_009,15-Feb-2026,0.238,26.3,0.0,OK
PARCEL_025,09/03/2026,0.907,21.2,2.6,OK
PARCEL_025,2026-05-12,0.557,26.9,0.0,OK
PARCEL_018,2026-03-22,0.608,31.6,0.0,OK
PARCEL_025,02/05/2026,0.649,31.9,0.0,
PARCEL_004,09-Mar-2026,0.693,19.8,0.0,OK
PARCEL_015,2026-01-15,0.5,23.9,0.4,OK
PARCEL_010,27-Feb-2026,0.694,24.6,0.4,ok
PARCEL_008,2026-02-12,0.375,22.6,0.0,OK
PARCEL_020,2026-03-10,0.248,23.8,0.0,OK
PARCEL_018,13/03/2026,0.719,26.4,0.0,OK
PARCEL_023,03/05/2026,0.421,27.3,0.0,OK
PARCEL_007,2026-05-30,0.636,33.2,0.0,OK
PARCEL_003,2026-03-29,0.484,29.1,0.0,OK
PARCEL_024,13/01/2026,0.201,16.0,0.0, OK
PARCEL_013,2026-01-21,0.05,20.8,2.5,OK
PARCEL_024,2026-05-28,0.536,16.4,0.0,OK
PARCEL_006,2026-01-06,0.163,17.8,0.0,OK
PARCEL_023,2026-05-09,0.67,24.4,0.0,ok
PARCEL_006,2026-02-01,0.217,28.1,0.0,OK
PARCEL_011,2026-01-04,0.216,23.0,0.0, OK
PARCEL_002,2026-01-04,0.24,28.7,0.0,OK
PARCEL_014,2026-05-29,0.712,23.8,0.0,OK
PARCEL_019,2026-01-12,0.014,32.3,0.0,OK
PARCEL_008,2026-02-20,0.269,17.8,0.0,OK
PARCEL_011,2026-04-23,0.578,23.2,0.0,OK
PARCEL_022,2026-02-09,0.235,22.2,0.0,ERROR
PARCEL_011,24/03/2026,0.625,16.7,0.0,OK
PARCEL_018,2026-04-17,0.435,19.9,0.0,OK
PARCEL_023,2026-01-02,0.26,17.7,0.0,OK
PARCEL_007,25/01/2026,0.192,20.4,0.0,OK
PARCEL_008,2026-03-09,0.803,21.1,0.1,ok
PARCEL_005,2026-02-16,0.341,21.7,5.6,OK
PARCEL_007,2026-02-25,0.681,20.9,1.5,OK
PARCEL_023,2026-04-11,0.687,15.9,0.0,OK
PARCEL_022,2026-02-01,0.392,17.7,0.0,OK
PARCEL_001,2026-03-21,0.614,20.2,3.4,OK
PARCEL_005,2026-05-17,0.601,29.2,0.0, OK
PARCEL_024,2026-04-24,0.519,16.1,0.0,OK
PARCEL_022,2026-05-18,0.578,18.8,0.0,OK
PARCEL_019,16-Mar-2026,0.924,20.5,2.0,OK
PARCEL_022,21/01/2026,0.382,28.1,0.0,OK
PARCEL_010,2026-02-04,0.312,19.0,3.6,OK
PARCEL_022,2026-02-19,0.836,28.2,1.6,OK
PARCEL_008,11/01/2026,0.216,21.2,0.0,OK
PARCEL_011,2026-01-12,0.25,22.1,4.1,OK
PARCEL_022,2026-05-12,0.605,22.1,0.0,OK
PARCEL_012,2026-02-22,0.144,22.8,0.0,OK
PARCEL_022,2026-03-18,0.812,17.6,0.0,OK
PARCEL_016,2026-01-30,0.379,17.4,0.0,OK
PARCEL_014,11/03/2026,0.739,21.2,0.0,NaN
PARCEL_016,2026-03-25,0.661,18.7,0.0,OK
PARCEL_014,21-Jan-2026,0.453,34.9,0.0,Error
PARCEL_002,2026-05-01,0.485,27.4,0.0,OK
PARCEL_018,2026-02-01,0.182,32.9,0.0,OK
PARCEL_009,21/04/2026,0.767,24.2,0.0,OK
PARCEL_010,2026-04-21,0.5,28.7,2.4,OK
PARCEL_019,2026-02-16,0.431,24.3,0.0,OK
PARCEL_010,28-Apr-2026,0.631,21.9,0.0,OK
PARCEL_003,2026-03-03,0.305,25.3,0.0,OK
PARCEL_023,2026-05-11,0.607,31.8,0.0,OK
PARCEL_012,2026-04-08,-1.561,28.5,0.0,ERROR
PARCEL_003,2026-04-20,0.52,28.1,1.7,OK
PARCEL_003,2026-02-02,0.111,16.5,0.0,OK
PARCEL_007,04-Mar-2026,0.856,29.3,0.0,OK
PARCEL_024,2026-03-25,0.633,30.9,5.6,OK 
PARCEL_008,10-Jan-2026,0.231,22.6,0.0,OK
PARCEL_001,2026-01-28,0.224,33.7,5.7,OK
PARCEL_014,2026-03-12,0.743,16.0,0.0,OK
PARCEL_016,2026-02-10,0.432,20.0,4.7, OK
PARCEL_011,2026-02-11,0.142,24.3,0.0,NaN
PARCEL_025,2026-04-20,0.678,32.4,0.0,OK
PARCEL_017,2026-05-16,0.493,19.5,0.0,OK
PARCEL_006,28-Apr-2026,0.701,33.1,0.0,OK
PARCEL_008,2026-03-17,0.568,22.7,4.2,OK
PARCEL_016,15/04/2026,0.846,21.3,0.0,ERROR
PARCEL_013,07-Jan-2026,0.171,30.2,0.0,OK
PARCEL_011,07/03/2026,0.42,16.3,0.0,OK
PARCEL_009,2026-04-19,0.64,23.2,0.0,OK
PARCEL_011,25/02/2026,0.187,33.8,0.0,
PARCEL_019,2026-01-23,0.334,15.3,0.0,OK
PARCEL_013,2026-03-25,0.639,18.6,0.2,OK
PARCEL_022,2026-05-17,0.508,32.5,0.0,OK
PARCEL_013,2026-04-02,0.492,31.8,0.0,OK
PARCEL_023,04/03/2026,0.74,18.8,6.1,ok
PARCEL_022,2026-05-11,0.639,22.2,0.0,OK
PARCEL_014,2026-03-27,0.859,16.5,0.0,OK 
PARCEL_012,2026-03-02,0.301,26.7,0.0,OK
PARCEL_001,2026-03-06,0.337,22.0,0.0,OK
PARCEL_017,03-May-2026,1.858,23.9,0.0,ERROR
PARCEL_020,2026-05-16,0.615,22.3,0.0,OK
PARCEL_013,2026-05-21,0.398,27.5,0.0,OK
PARCEL_025,06/04/2026,0.755,31.5,0.0,NaN
PARCEL_008,2026-02-22,0.717,29.5,0.0,OK
PARCEL_020,2026-01-15,0.115,25.9,0.0,OK
PARCEL_023,2026-02-15,0.298,22.2,0.0,OK
PARCEL_020,06/01/2026,0.133,18.6,0.0,OK
PARCEL_009,2026-04-06,0.84,31.3,0.0,OK
PARCEL_002,08/02/2026,0.289,24.3,0.0,OK
PARCEL_018,2026-05-22,0.524,23.2,0.0,OK
PARCEL_018,06-May-2026,0.52,33.7,0.0,
PARCEL_022,2026-05-30,0.411,17.2,0.0,OK
PARCEL_024,2026-04-09,0.587,29.0,0.0,OK
PARCEL_016,2026-04-09,0.714,27.0,9.1,OK
PARCEL_021,29/01/2026,0.212,24.8,0.0,OK
PARCEL_015,2026-03-30,0.646,18.6,0.0,OK
PARCEL_014,2026-05-23,0.488,29.0,0.0,ERROR
PARCEL_002,2026-03-02,0.68,34.6,0.0,OK
PARCEL_019,29/03/2026,0.576,24.9,0.0,OK
PARCEL_025,17-Mar-2026,0.72,16.7,6.1,ok
PARCEL_015,2026-03-24,0.727,28.7,6.1,OK
PARCEL_007,2026-04-16,0.595,20.4,0.0,ERROR
PARCEL_018,2026-04-26,0.716,27.1,5.0,NA
PARCEL_011,13-Mar-2026,0.24,33.5,0.0,OK
PARCEL_019,2026-03-09,0.678,31.4,0.0,OK
PARCEL_019,2026-02-26,0.86,23.1,4.0,OK
PARCEL_006,2026-04-24,0.694,25.2,0.0,OK
PARCEL_009,2026-01-01,0.26,21.3,0.0,OK
PARCEL_009,2026-01-24,1.979,17.5,0.0,ERROR
PARCEL_018,2026-04-04,0.687,26.3,0.0,ok
PARCEL_008,2026-01-13,0.113,27.0,0.0,OK
PARCEL_004,2026-01-27,0.147,21.6,0.0,OK
PARCEL_010,2026-05-17,0.395,24.8,0.0,OK
PARCEL_024,2026-04-30,0.439,23.6,0.0,OK
PARCEL_014,2026-01-15,0.271,21.2,0.0,OK
PARCEL_003,24/04/2026,0.446,18.0,0.0,OK
PARCEL_021,2026-03-14,0.302,23.3,1.1,OK
PARCEL_022,2026-01-03,0.047,23.2,0.5,OK
PARCEL_023,2026-04-16,0.65,16.6,0.0,OK
PARCEL_021,2026-05-27,0.416,21.5,0.0,OK
PARCEL_001,2026-01-24,0.27,16.2,0.0,OK
PARCEL_007,2026-05-25,0.465,28.4,0.0,OK
PARCEL_010,2026-04-17,0.644,22.0,0.0,OK
PARCEL_019,2026-04-11,0.89,22.3,0.0,OK
PARCEL_024,22-May-2026,0.639,31.2,5.0,OK
PARCEL_007,27/04/2026,0.691,28.8,0.0,OK
PARCEL_019,01/05/2026,0.522,30.7,0.0,OK
PARCEL_004,2026-03-14,0.543,15.6,0.0,OK
PARCEL_013,2026-05-26,0.531,28.9,0.0,OK
PARCEL_007,2026-01-19,-1.064,18.7,0.0,Error
PARCEL_002,27/04/2026,0.538,27.4,0.0,OK
PARCEL_021,2026-02-04,0.13,25.2,0.0,OK
PARCEL_023,2026-01-17,0.17,20.0,4.7,OK
PARCEL_009,30/04/2026,0.733,30.1,0.0,OK
PARCEL_001,2026-05-01,-1.873,22.6,0.0,error
PARCEL_008,01-Jan-2026,0.31,28.2,11.7,OK
PARCEL_010,04/03/2026,0.606,15.5,3.2,OK
PARCEL_016,2026-02-26,0.222,30.1,0.0,OK
PARCEL_013,2026-01-03,0.155,21.0,0.0,OK
PARCEL_008,2026-02-09,0.353,21.7,3.3,OK
PARCEL_005,2026-04-25,0.555,24.2,0.0,OK
PARCEL_016,01/02/2026,0.395,16.8,0.0,OK
PARCEL_025,18/05/2026,0.604,28.3,0.0,OK
PARCEL_025,2026-01-16,0.13,16.2,0.0,OK
PARCEL_025,2026-05-23,0.72,18.8,0.0,OK
PARCEL_018,2026-02-14,0.825,27.0,0.0,OK
PARCEL_004,19-Apr-2026,0.654,29.5,0.0,OK
PARCEL_020,2026-04-14,0.834,28.7,0.2,OK
PARCEL_024,2026-03-15,0.573,19.3,8.2,OK
PARCEL_014,2026-02-04,1.571,29.8,0.0,Error
PARCEL_003,09-May-2026,0.569,29.3,0.1,OK 
PARCEL_010,11-Jan-2026,0.254,25.5,0.0, OK
PARCEL_001,25/04/2026,0.69,28.9,0.0,error
PARCEL_024,2026-05-19,0.457,18.4,0.0,OK
PARCEL_098,2026-01-22,0.219,32.9,3.2,ok
PARCEL_012,15-May-2026,0.61,24.9,0.0,NA
PARCEL_015,2026-02-25,0.671,34.1,0.0,OK
PARCEL_022,09/04/2026,0.515,30.1,0.0,OK
PARCEL_005,31-Mar-2026,0.477,22.2,5.0,OK
PARCEL_005,14/05/2026,0.446,35.0,5.5,NA
PARCEL_020,2026-01-11,0.085,29.1,0.0,OK
PARCEL_013,19-Jan-2026,0.188,19.3,0.0, OK
PARCEL_005,2026-03-29,0.595,24.0,0.0,OK
PARCEL_025,19/01/2026,0.332,26.1,0.0,OK
PARCEL_003,2026-01-20,0.337,32.7,3.3,OK
PARCEL_020,2026-04-20,0.663,26.2,0.0,OK
PARCEL_021,2026-04-23,0.648,34.4,0.0,OK
PARCEL_012,2026-05-05,0.655,17.8,4.5,OK
PARCEL_006,2026-01-08,0.111,23.4,0.0,OK
PARCEL_015,2026-04-03,0.871,28.6,0.0,
PARCEL_020,2026-03-01,0.168,29.4,0.0,
PARCEL_004,29-May-2026,0.594,31.5,0.0,OK
PARCEL_011,11-Mar-2026,0.416,29.3,0.0,OK
PARCEL_019,2026-05-06,0.756,15.4,0.0,OK
PARCEL_024,2026-03-03,0.645,31.4,7.3,ERROR
PARCEL_016,2026-03-15,0.86,18.6,0.0,OK
PARCEL_023,2026-03-26,0.762,25.4,0.0,ERROR
PARCEL_004,01-Mar-2026,0.705,20.1,4.9,OK
PARCEL_014,18/04/2026,0.517,20.6,0.0,OK
PARCEL_013,21/03/2026,0.218,29.3,0.0,OK
PARCEL_022,14/02/2026,0.728,32.0,0.0,OK
PARCEL_003,2026-05-04,0.485,17.4,3.4,OK
PARCEL_005,2026-03-11,0.361,24.9,0.0,ok
PARCEL_012,2026-02-14,0.107,19.0,0.0,OK
PARCEL_013,20/04/2026,1.482,23.6,4.6,Error
PARCEL_010,2026-04-24,0.628,27.2,5.4,OK
PARCEL_021,2026-05-15,0.396,21.5,0.0,OK
PARCEL_020,2026-05-15,0.711,16.2,0.0,OK
PARCEL_016,27-Apr-2026,0.843,33.8,0.0,OK 
PARCEL_024,2026-03-18,-1.609,19.6,0.0,Error
PARCEL_022,2026-02-08,0.292,26.7,3.3,OK
PARCEL_016,02/02/2026,0.23,19.7,0.0,
PARCEL_012,2026-03-14,0.404,16.9,2.0,OK
PARCEL_013,2026-02-13,0.157,30.8,8.3,OK
PARCEL_019,2026-03-17,0.736,25.9,0.0,NaN
PARCEL_024,21-Apr-2026,0.545,30.8,0.0,OK
PARCEL_017,18-Feb-2026,0.601,35.0,0.0,OK
PARCEL_011,03-May-2026,0.575,32.6,0.0,OK
PARCEL_021,2026-04-30,0.545,35.3,0.0,OK
PARCEL_015,2026-02-19,0.597,22.1,0.0,OK
PARCEL_004,2026-04-03,0.577,21.7,0.0,OK
PARCEL_010,2026-03-15,0.737,17.4,0.0,OK
PARCEL_004,2026-01-05,0.411,18.9,0.0,ok
PARCEL_009,2026-05-29,0.479,17.8,0.0,OK
PARCEL_006,30-Apr-2026,0.508,34.3,0.0,OK
PARCEL_013,2026-02-25,0.288,25.7,0.0,OK
PARCEL_019,16-May-2026,0.614,29.8,3.2,Error
PARCEL_016,2026-03-07,0.741,23.4,0.0,OK
PARCEL_024,2026-01-23,0.231,21.1,0.0,OK
PARCEL_002,2026-01-11,0.282,17.9,0.0,OK
PARCEL_002,2026-01-21,0.22,26.1,0.0,OK
PARCEL_018,25/05/2026,0.351,27.1,0.0,OK
PARCEL_005,2026-05-02,0.451,30.0,0.0,OK
PARCEL_017,2026-04-22,0.751,26.7,4.1,OK 
PARCEL_018,2026-03-24,0.676,20.2,0.0,OK
PARCEL_016,08-Apr-2026,0.535,31.9,0.0,OK
PARCEL_001,08-Apr-2026,0.545,18.4,0.0,ok
PARCEL_008,2026-02-21,0.803,16.4,0.0, OK
PARCEL_018,2026-01-30,0.353,25.3,9.8,OK
PARCEL_015,2026-03-07,0.66,22.9,0.0,OK
PARCEL_018,30/03/2026,0.593,17.8,0.0,OK
PARCEL_009,10/05/2026,0.678,25.5,0.0,OK
PARCEL_013,05/03/2026,0.222,34.4,0.0,
PARCEL_002,2026-04-12,0.618,15.8,0.0,OK
PARCEL_005,2026-04-21,0.592,31.1,0.0,OK
PARCEL_007,09/05/2026,0.649,27.4,0.0,OK
PARCEL_019,12/03/2026,0.689,32.4,0.0,OK
PARCEL_001,2026-05-11,0.585,32.3,0.0,OK
PARCEL_010,2026-05-31,0.458,33.1,3.6,OK
PARCEL_021,2026-05-01,0.692,32.7,0.0,OK
PARCEL_017,2026-05-12,0.488,15.7,0.0,OK
PARCEL_011,21-Feb-2026,0.465,19.0,7.2,OK
PARCEL_018,2026-03-04,0.603,31.1,0.0,OK
PARCEL_014,2026-02-23,0.572,18.0,0.0,OK
PARCEL_020,10-Apr-2026,0.639,25.5,5.1,OK
PARCEL_003,2026-02-08,0.167,26.4,0.0,OK
PARCEL_006,2026-01-16,0.085,33.5,2.5,OK
PARCEL_006,03/01/2026,0.262,29.6,0.0,NaN
PARCEL_015,27-May-2026,0.443,20.0,0.0,OK
PARCEL_018,2026-04-30,0.414,15.6,5.1,OK
PARCEL_004,2026-04-25,0.639,16.8,0.0,OK
PARCEL_023,25/05/2026,0.498,26.6,3.8,OK
PARCEL_015,2026-02-14,0.707,21.3,0.0,OK
PARCEL_020,22/01/2026,0.238,31.3,0.0,OK
PARCEL_017,2026-03-12,0.592,33.1,0.0,OK
PARCEL_006,2026-01-20,0.237,31.0,0.0,OK
PARCEL_013,08/04/2026,0.613,27.0,0.0,OK
PARCEL_018,2026-01-15,0.377,33.2,0.0,OK
PARCEL_002,2026-02-14,0.245,20.2,0.0,OK
PARCEL_023,2026-01-21,0.168,18.1,0.0,OK
PARCEL_004,02-Jan-2026,0.172,22.6,0.0,OK
PARCEL_004,2026-02-17,0.756,18.4,1.9,OK
PARCEL_022,2026-05-20,0.529,18.4,0.0,OK
PARCEL_010,08/04/2026,0.429,20.4,0.0,OK
PARCEL_022,2026-04-14,0.489,33.3,0.0,OK
PARCEL_023,2026-04-29,0.462,18.4,0.0,OK
PARCEL_024,2026-03-10,0.464,16.7,0.0,OK
PARCEL_018,06/03/2026,0.674,26.3,0.0,OK
PARCEL_020,2026-05-11,0.691,31.7,0.0,OK
PARCEL_003,2026-04-14,0.573,19.9,0.0,OK
PARCEL_002,2026-02-15,0.63,18.2,0.0,OK
PARCEL_004,2026-04-21,0.616,21.4,0.0,OK
PARCEL_024,2026-01-20,0.191,21.4,2.6,OK
PARCEL_013,28/02/2026,0.4,16.5,0.0,OK
PARCEL_014,05/03/2026,0.542,24.3,0.0,ERROR
PARCEL_024,2026-03-04,0.484,20.5,0.0,OK
PARCEL_004,2026-04-14,0.416,28.8,0.0,OK 
PARCEL_024,2026-05-09,0.524,27.8,0.0,OK
PARCEL_021,23-Feb-2026,0.239,30.7,0.0,OK
PARCEL_023,2026-02-04,0.188,15.9,0.0,OK
PARCEL_004,2026-03-30,0.718,16.6,0.0,OK
PARCEL_014,26/03/2026,0.772,31.6,5.6,OK
PARCEL_017,2026-04-12,0.776,26.5,0.0,OK
PARCEL_002,2026-04-07,0.794,32.4,1.6,OK
PARCEL_022,2026-03-30,0.631,15.8,0.0,OK
PARCEL_019,2026-04-04,0.508,18.6,0.4,OK
PARCEL_014,2026-01-11,-1.765,27.2,0.0,ERROR
PARCEL_021,13/05/2026,0.551,26.5,0.0,OK
PARCEL_022,2026-05-09,0.649,27.5,0.0,OK
PARCEL_012,2026-05-01,0.758,21.3,0.0,OK
PARCEL_012,2026-02-05,0.254,23.9,0.0,OK
PARCEL_025,2026-02-26,1.849,26.1,0.0,error
PARCEL_002,2026-04-04,0.873,24.0,0.0,error
PARCEL_016,2026-01-01,0.008,21.9,0.0,OK
PARCEL_013,2026-05-15,0.539,18.8,6.6,OK
PARCEL_022,2026-02-13,0.722,22.6,0.0,OK
PARCEL_011,23/05/2026,0.448,33.0,3.0,NA
PARCEL_002,2026-01-24,0.312,35.0,0.0,OK
PARCEL_007,09-Mar-2026,0.906,18.0,0.0,OK
PARCEL_025,2026-03-13,0.82,33.1,0.0,OK
PARCEL_014,2026-01-03,-1.481,17.2,0.0,error
PARCEL_002,2026-05-06,0.615,31.7,0.0,OK 
PARCEL_006,25/03/2026,0.739,22.6,0.0,OK
PARCEL_008,2026-02-03,0.362,16.3,0.0,OK
PARCEL_008,2026-02-14,0.351,33.9,0.0,OK
PARCEL_001,2026-01-14,0.214,32.1,0.0,OK
PARCEL_005,2026-04-16,0.508,22.2,4.6,OK
PARCEL_001,2026-04-14,0.696,17.0,0.0,Error
PARCEL_021,2026-01-18,0.196,21.6,0.0,OK
PARCEL_021,2026-04-16,0.577,21.2,0.0,OK
PARCEL_013,20/03/2026,0.342,27.2,0.0,OK
PARCEL_024,2026-02-05,0.326,27.2,0.0,ERROR
PARCEL_013,2026-04-11,0.374,31.2,0.0,OK
PARCEL_099,2026-01-13,0.215,22.2,3.0,OK
PARCEL_002,2026-03-04,0.744,29.5,0.0,OK
PARCEL_007,12/03/2026,0.844,24.7,6.8,ERROR
PARCEL_015,2026-01-19,0.324,22.7,0.0,OK
PARCEL_012,2026-01-14,0.231,21.2,0.0,OK
PARCEL_006,2026-02-18,0.161,16.9,0.0,OK
PARCEL_003,16/04/2026,0.605,29.1,0.0,OK
PARCEL_001,2026-02-14,0.434,18.9,0.0,OK
PARCEL_008,20/01/2026,0.191,29.8,0.0,OK
PARCEL_014,2026-03-13,0.643,16.1,3.3,OK
PARCEL_022,2026-05-03,0.601,29.4,0.0,OK
PARCEL_099,2026-01-07,0.152,21.7,1.6,ok
PARCEL_021,2026-03-22,0.213,28.1,0.0,OK
PARCEL_022,2026-05-02,0.536,35.2,0.0,OK
PARCEL_020,13/02/2026,0.211,31.5,0.0,OK
PARCEL_025,2026-03-26,0.635,24.1,0.0,OK
PARCEL_015,2026-01-04,0.18,22.6,7.5,OK
PARCEL_005,2026-03-09,0.373,34.0,0.0,OK
PARCEL_019,27-May-2026,1.033,34.1,0.6,Error
PARCEL_006,2026-02-14,0.358,16.5,1.8,OK
PARCEL_020,2026-01-29,0.244,17.1,0.0,NA
PARCEL_015,2026-05-16,0.505,32.0,0.0,OK
PARCEL_023,2026-04-07,0.808,15.8,3.3,OK
PARCEL_020,20/05/2026,0.585,24.6,0.0,OK
PARCEL_024,2026-03-30,0.443,22.0,0.0,OK
PARCEL_025,2026-03-19,0.821,20.7,0.0,OK
PARCEL_099,2026-04-05,0.583,18.2,1.0,OK
PARCEL_023,2026-03-20,0.682,26.2,0.0,ERROR
PARCEL_022,15/01/2026,0.37,16.7,0.0,OK
PARCEL_013,2026-05-14,0.504,33.4,0.0,OK
PARCEL_002,2026-01-25,0.425,17.7,0.0,NaN
PARCEL_018,2026-01-29,0.298,27.1,0.0,OK
PARCEL_020,2026-01-17,-1.526,19.1,0.0,Error
PARCEL_001,06/04/2026,0.77,25.0,0.0,OK
PARCEL_007,11-Jan-2026,0.305,15.9,0.0,NA
PARCEL_001,04-Jan-2026,0.342,27.0,0.0,OK
PARCEL_024,2026-04-01,0.557,34.9,0.0,OK
PARCEL_024,2026-01-08,0.156,30.4,0.0,OK
PARCEL_015,2026-04-14,0.46,21.2,0.0,OK
PARCEL_099,2026-02-25,0.453,15.5,2.6,ok
PARCEL_002,18-May-2026,0.541,31.6,5.4,OK
PARCEL_018,2026-04-23,0.412,23.5,0.0,OK
PARCEL_001,2026-04-20,0.793,32.1,4.1,OK
PARCEL_021,2026-02-16,0.288,23.5,0.0,OK
PARCEL_008,26/02/2026,0.612,33.5,0.0,OK
PARCEL_012,2026-03-15,0.377,16.7,3.5,Error
PARCEL_021,2026-04-03,0.524,28.0,0.0,OK
PARCEL_023,2026-04-13,0.82,20.1,0.0,OK
PARCEL_015,2026-01-25,0.216,32.3,0.0,NA
PARCEL_008,2026-01-26,0.141,25.0,0.0,OK
PARCEL_008,2026-03-24,0.76,21.6,7.2,Error
PARCEL_009,2026-03-13,0.151,15.7,0.0,OK
PARCEL_012,2026-01-02,0.168,19.7,2.7,
PARCEL_014,2026-02-10,0.85,16.1,0.0, OK
PARCEL_015,13/03/2026,0.552,16.9,0.0,OK
PARCEL_004,23-May-2026,0.309,19.3,0.0,OK
PARCEL_013,2026-02-04,0.138,29.1,0.0,OK
PARCEL_011,2026-01-15,0.194,34.1,0.0,OK
PARCEL_012,23/04/2026,0.675,25.1,0.0,OK
PARCEL_016,2026-02-21,0.283,29.2,0.0,OK
PARCEL_005,03/05/2026,0.587,15.5,0.0,OK
PARCEL_022,16-May-2026,0.492,17.6,0.0,OK
PARCEL_018,2026-04-28,1.121,24.5,1.4,Error
PARCEL_004,2026-02-22,0.509,21.7,0.0,OK
PARCEL_016,2026-03-23,0.746,27.0,0.0,OK
PARCEL_002,2026-03-17,0.839,29.3,2.4,OK
PARCEL_010,2026-03-08,0.73,25.2,0.0,OK
PARCEL_006,2026-04-10,0.753,24.0,0.0,OK
PARCEL_007,2026-01-28,1.195,32.9,1.3,error
PARCEL_006,2026-01-22,0.219,30.8,0.0,OK
PARCEL_001,20/02/2026,0.348,24.9,0.0,OK
PARCEL_010,2026-05-15,0.615,22.6,5.4,OK
PARCEL_006,2026-02-09,0.138,30.9,0.0,OK
PARCEL_018,2026-02-17,0.654,17.2,0.0,OK
PARCEL_023,2026-02-26,0.713,18.2,0.0,OK
PARCEL_012,31-May-2026,0.31,33.9,0.0,OK
PARCEL_025,09/04/2026,0.538,16.0,0.1,OK
PARCEL_010,2026-03-18,0.733,34.5,0.0,OK
PARCEL_024,23/05/2026,0.45,16.6,0.0,OK
PARCEL_025,26/01/2026,0.231,17.9,0.0, OK
PARCEL_023,2026-01-07,0.12,18.1,0.0,OK
PARCEL_020,2026-05-28,0.712,28.5,0.0,OK
PARCEL_021,2026-02-03,0.211,17.4,0.0,OK
PARCEL_098,2026-01-14,0.224,30.0,2.3,OK
PARCEL_002,14/03/2026,0.604,17.7,0.0,OK
PARCEL_016,14/04/2026,0.742,26.9,0.0,OK
PARCEL_004,2026-04-24,0.563,23.2,0.0,OK
PARCEL_024,16/03/2026,0.49,24.2,0.0,OK
PARCEL_016,05/03/2026,0.681,19.1,0.0,OK
PARCEL_024,02/01/2026,0.156,31.6,0.0,OK
PARCEL_002,2026-02-16,0.788,25.7,2.1,OK
PARCEL_003,2026-02-12,0.241,23.7,0.0,OK 
PARCEL_016,2026-01-17,0.168,26.5,0.0,OK
PARCEL_001,2026-05-21,0.382,15.7,0.0,NA
PARCEL_017,2026-03-05,0.823,18.5,0.9,OK
PARCEL_017,2026-03-06,1.795,24.6,0.0,error
PARCEL_004,2026-05-02,0.393,30.4,0.0,OK
PARCEL_004,26/04/2026,0.469,26.9,0.0,OK
PARCEL_024,09/02/2026,0.312,16.9,0.0,OK
